Subject,Cond,Exper,Inifile,Date,Time,que1,instrConsc1,conscMPQ1,conscMPQ2,conscMPQ3,conscMPQ4,conscMPQ5,conscMPQ6,conscMPQ7,conscMPQ8,conscMPQ9,conscMPQ10,conscNEO1,conscNEO2,conscNEO3,conscNEO4,conscNEO5,conscNEO6,conscNEO7,conscNEO8,conscNEO9,conscNEO10,conscNEO11,conscNEO12,conscNEO13,conscNEO14,conscNEO15,conscNEO16,tinstrConsc1,tconscMPQ1,tconscMPQ2,tconscMPQ3,tconscMPQ4,tconscMPQ5,tconscMPQ6,tconscMPQ7,tconscMPQ8,tconscMPQ9,tconscMPQ10,tconscNEO1,tconscNEO2,tconscNEO3,tconscNEO4,tconscNEO5,tconscNEO6,tconscNEO7,tconscNEO8,tconscNEO9,tconscNEO10,tconscNEO11,tconscNEO12,tconscNEO13,tconscNEO14,tconscNEO15,tconscNEO16,que2,instConscAdj,conscAdj1,conscAdj2,conscAdj3,conscAdj4,conscAdj5,conscAdj6,conscAdj7,conscAdj8,conscAdj9,conscAdj10,conscAdj11,conscAdj12,tinstConscAdj,tconscAdj1,tconscAdj2,tconscAdj3,tconscAdj4,tconscAdj5,tconscAdj6,tconscAdj7,tconscAdj8,tconscAdj9,tconscAdj10,tconscAdj11,tconscAdj12,que3,que4,ncog1,ncog2,ncog3,ncog4,ncog5,ncog6,ncog7,ncog8,ncog9,ncog10,ncog11,ncog12,ncog13,ncog14,ncog15,ncog16,ncog17,ncog18,tNFCinstr1,tNFCinstr2,tncog1,tncog2,tncog3,tncog4,tncog5,tncog6,tncog7,tncog8,tncog9,tncog10,tncog11,tncog12,tncog13,tncog14,tncog15,tncog16,tncog17,tncog18,que5,persQueInstr,prf_cs1,prf_im1,jpi_comp1,jpi_inno1,spi_cnv1,prf_cs2,prf_im2,jpi_comp2,jpi_inno2,spi_cnv2,prf_cs3,prf_im3,jpi_comp3,jpi_inno3,spi_cnv3,prf_cs4,prf_im4,jpi_comp4,jpi_inno4,spi_cnv4,prf_cs5,prf_im5,jpi_comp5,jpi_inno5,spi_cnv5,prf_cs6,prf_im6,jpi_comp6,jpi_inno6,spi_cnv6,prf_cs7,prf_im7,jpi_comp7,jpi_inno7,spi_cnv7,prf_cs8,prf_im8,jpi_comp8,jpi_inno8,spi_cnv8,prf_cs9,prf_im9,jpi_comp9,jpi_inno9,spi_cnv9,prf_cs10,prf_im10,jpi_comp10,jpi_inno10,spi_cnv10,prf_cs11,prf_im11,jpi_comp11,jpi_inno11,spi_cnv11,prf_cs12,prf_im12,jpi_comp12,jpi_inno12,spi_cnv12,prf_cs13,prf_im13,jpi_comp13,jpi_inno13,spi_cnv13,prf_cs14,prf_im14,jpi_comp14,jpi_inno14,spi_cnv14,prf_cs15,prf_im15,jpi_comp15,jpi_inno15,spi_cnv15,prf_cs16,prf_im16,jpi_comp16,jpi_inno16,jpi_comp17,jpi_inno17,jpi_comp18,jpi_inno18,jpi_comp19,jpi_inno19,jpi_comp20,jpi_inno20,tpersQueInstr,tprf_cs1,tprf_im1,tjpi_comp1,tjpi_inno1,tspi_cnv1,tprf_cs2,tprf_im2,tjpi_comp2,tjpi_inno2,tspi_cnv2,tprf_cs3,tprf_im3,tjpi_comp3,tjpi_inno3,tspi_cnv3,tprf_cs4,tprf_im4,tjpi_comp4,tjpi_inno4,tspi_cnv4,tprf_cs5,tprf_im5,tjpi_comp5,tjpi_inno5,tspi_cnv5,tprf_cs6,tprf_im6,tjpi_comp6,tjpi_inno6,tspi_cnv6,tprf_cs7,tprf_im7,tjpi_comp7,tjpi_inno7,tspi_cnv7,tprf_cs8,tprf_im8,tjpi_comp8,tjpi_inno8,tspi_cnv8,tprf_cs9,tprf_im9,tjpi_comp9,tjpi_inno9,tspi_cnv9,tprf_cs10,tprf_im10,tjpi_comp10,tjpi_inno10,tspi_cnv10,tprf_cs11,tprf_im11,tjpi_comp11,tjpi_inno11,tspi_cnv11,tprf_cs12,tprf_im12,tjpi_comp12,tjpi_inno12,tspi_cnv12,tprf_cs13,tprf_im13,tjpi_comp13,tjpi_inno13,tspi_cnv13,tprf_cs14,tprf_im14,tjpi_comp14,tjpi_inno14,tspi_cnv14,tprf_cs15,tprf_im15,tjpi_comp15,tjpi_inno15,tspi_cnv15,tprf_cs16,tprf_im16,tjpi_comp16,tjpi_inno16,tjpi_comp17,tjpi_inno17,tjpi_comp18,tjpi_inno18,tjpi_comp19,tjpi_inno19,tjpi_comp20,tjpi_inno20,que6,instrPID,PID1_d,PID2_i,PID3_d,PID4_i,PID5_i,PID6_d,PID7_d,PID8_i,PID9_i,PID10_d,PID11_d,PID12_i,PID13_d,PID14_d,PID15_i,PID16_d,PID17_i,PID18_i,tinstrPID,tPID1_d,tPID2_i,tPID3_d,tPID4_i,tPID5_i,tPID6_d,tPID7_d,tPID8_i,tPID9_i,tPID10_d,tPID11_d,tPID12_i,tPID13_d,tPID14_d,tPID15_i,tPID16_d,tPID17_i,tPID18_i,que7,gender,ethn,age,debrWIT,debrAMP1,debrAMP2,debrAMP3,debrAMP4,debrAMP5,race1,race2,race3,race4,race5,race6,tdebrWIT,tdebrAMP1,tdebrAMP2,tdebrAMP3,tdebrAMP4,tdebrAMP5,trace1,trace2,trace3,trace4,trace5,trace6
4,4,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/19/2012,09:34:55,conscientiousness,ok,5,1,5,5,2,1,4,2,4,2,5,1,4,1,5,1,4,2,5,5,1,4,2,4,1,1,12015,2531,3344,3547,1031,2156,2265,1984,4062,3406,1625,2219,3500,1625,1281,1562,2375,3672,2687,2547,1171,1391,2000,1765,1781,1578,2031,conscientiousnessAdjectives,ok,5,1,5,5,2,2,4,1,1,4,5,2,11422,1922,1407,1188,1938,1532,1157,1328,1359,703,1968,1313,1281,intro_slides,NFC,4,4,2,5,2,5,4,2,5,5,5,2,4,5,4,2,2,3,6797,8344,3828,12203,3266,6828,7484,4953,3031,5797,6328,10891,4110,3360,3516,2922,11094,5938,7421,4516,persQuestionnaires,ok,2,1,5,4,5,5,4,1,1,4,1,1,5,5,4,4,5,4,3,5,2,2,5,4,4,1,4,4,2,1,1,1,4,4,5,4,3,4,2,4,1,2,3,4,5,5,5,4,3,4,2,2,4,3,4,4,5,3,2,2,2,1,4,2,4,4,5,5,4,4,4,4,2,4,2,5,4,2,2,2,4,4,2,3,4,4,4,23469,4031,4422,4172,3859,5937,4047,5125,4032,8641,6625,2828,4187,2969,2110,4829,3094,1703,3328,7093,4453,7937,5297,3579,4485,5562,4046,4078,6125,4469,4454,4906,3922,3656,5516,3625,8641,5375,4296,7047,4156,7344,5812,3234,5921,3375,7172,2219,5375,2719,6734,6969,5485,2860,2313,4797,4281,2031,3421,3063,2859,3422,3453,3531,5218,2906,2906,2781,4671,3265,4125,7593,5765,4547,5312,4344,4610,4172,2422,3390,2531,4062,2266,2906,2859,4094,8250,4234,PID,ok,5,4,5,2,2,4,5,5,3,5,4,3,4,5,4,4,5,4,12188,6063,3422,3141,8407,3610,1969,6625,5125,3094,1157,6422,4047,5188,1657,2109,3187,1781,7875,post,1,Asian,19,ok,1,2,ok,2,ok,3,2,2,2,1,2,49187,9594,7109,74594,6125,27110,10000,1750,1781,4484,2891,3094
9,5,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/19/2012,10:35:58,conscientiousness,ok,4,3,3,4,2,2,4,2,2,2,2,2,4,2,2,1,2,2,4,4,2,4,3,4,2,2,9375,2547,1516,1407,1266,1719,1609,2375,1687,1703,1734,2296,2765,1781,2281,1922,2985,2531,3234,2015,2547,1344,1375,3469,2219,1344,1610,conscientiousnessAdjectives,ok,5,1,4,4,2,2,3,2,2,3,4,1,7063,3312,2063,2078,1781,2437,1312,2531,1562,1234,3656,1578,2110,intro_slides,NFC,4,4,2,2,2,3,2,4,4,5,5,2,3,4,3,3,2,2,2813,7203,5562,4047,3453,7046,5234,3469,2844,5203,3984,2937,2562,2937,3547,2422,5422,7344,8609,3938,persQuestionnaires,ok,2,2,3,4,4,3,4,5,2,3,1,3,4,4,3,3,4,4,2,4,3,4,4,4,3,2,4,5,1,3,2,3,4,4,4,3,4,3,4,4,2,4,3,4,4,3,4,4,2,3,4,2,3,4,3,4,4,4,2,4,3,2,4,3,4,3,4,4,3,4,3,2,2,4,4,3,4,2,3,3,4,4,2,3,4,4,3,13313,2906,3515,4859,1688,1641,2922,4062,3406,5046,4250,4578,2578,2594,2688,3985,4032,2156,1984,3140,5062,5703,3672,3078,2406,2156,3859,5594,4000,3781,3531,5406,1937,3078,1703,2000,7610,4985,4860,3328,2328,7047,3219,2593,2812,2344,5407,2703,1984,2297,4359,17813,2203,2344,1812,3297,2329,2297,2093,2172,1625,2797,3937,2094,3485,1875,3547,3016,3593,4625,1843,10969,4219,2594,3797,3578,3234,2703,2859,6656,2765,2531,1797,2703,3094,2078,3266,3062,PID,ok,4,4,4,2,3,4,4,4,4,3,4,2,4,3,1,3,4,3,9219,3110,1704,2516,6454,3703,2063,2047,4422,3469,2563,5141,4078,2860,1547,5140,2719,1922,3047,post,2,South Asian,18,ok,2,5,ok,2,ok,3,2,2,1,2,2,187594,4578,4859,83266,3532,19547,4547,1578,2875,2079,3656,1906
12,1,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/19/2012,11:31:04,conscientiousness,ok,5,2,5,4,1,1,4,2,2,2,4,1,5,2,5,2,5,1,5,4,4,4,4,4,4,1,22234,1937,4109,3031,1828,2547,1813,2657,5344,3234,2343,2391,1781,2094,1688,1812,3453,1672,2219,3766,1390,1750,1938,1797,1156,4640,1953,conscientiousnessAdjectives,ok,4,4,4,4,2,2,4,2,2,1,4,2,12797,2828,1906,1515,2922,2891,1140,2297,1234,3016,1844,2532,3922,intro_slides,NFC,2,2,4,2,2,3,2,1,4,5,4,2,1,3,4,5,2,4,5265,7094,5203,4063,3360,6140,5359,4125,2328,3094,3984,4078,4360,4516,3187,4078,7625,3234,6172,4234,persQuestionnaires,ok,1,3,2,1,4,3,3,4,5,5,2,4,4,4,3,4,4,4,2,4,4,2,5,4,4,2,2,5,2,2,1,1,2,5,5,3,4,4,2,4,1,1,4,4,4,5,2,1,1,2,2,2,5,3,4,4,4,5,2,1,4,1,5,2,3,2,3,4,3,4,2,2,2,5,2,4,4,4,3,4,2,2,4,5,2,2,4,14875,3484,5609,5937,4500,3157,4109,3281,3312,4125,3094,2907,2750,1969,2906,3750,2734,1969,2750,4313,2860,5188,3422,3094,5125,2906,4250,4532,3688,2922,3094,2796,3453,3234,2859,2515,5125,5265,5437,4937,2532,3782,5672,3437,2734,4250,2281,2625,3546,3234,4391,5032,3953,4297,2937,3344,3094,3828,3063,4406,2516,2813,4594,3031,4031,2546,2594,5125,2891,5610,2891,3781,5907,2859,3031,2765,3468,3813,1422,4109,2937,3516,2125,3359,2515,4047,5125,5062,PID,ok,4,4,5,2,3,5,5,5,4,4,4,2,4,5,1,5,4,2,19984,8016,4312,3109,4985,3266,1641,2781,3375,2422,1484,3656,2875,4375,1937,2015,3015,2781,3343,post,1,Chinese,18,ok,1,3,ok,1,ok,3,2,2,2,1,1,59782,5484,3968,20921,4687,6531,7828,2797,2219,3250,4000,3406
18,2,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/19/2012,12:44:04,conscientiousness,ok,5,2,3,4,1,2,5,2,4,2,4,3,5,2,4,4,4,2,5,4,2,3,4,4,2,2,62266,6266,6984,11203,3563,4906,2282,2953,3469,3062,2781,4062,8531,3156,5593,4328,3344,6641,4579,1938,3047,2250,3704,3422,2656,2031,14594,conscientiousnessAdjectives,ok,5,1,5,3,2,2,4,2,1,2,4,1,23579,7344,2546,1657,6437,6297,1922,3156,1718,2047,5672,2969,1625,intro_slides,NFC,1,2,4,3,2,1,4,4,4,2,2,4,1,4,4,5,4,4,7953,31000,13844,7500,5468,12843,15484,6219,7375,5562,5094,17562,5125,6922,5875,7219,8703,9891,12781,11375,persQuestionnaires,ok,2,2,4,4,5,5,4,3,2,4,1,4,5,3,2,4,5,4,4,2,2,4,4,4,2,1,4,4,2,5,2,2,4,4,5,4,4,2,5,5,2,1,4,4,5,4,3,2,2,3,1,2,4,4,4,5,4,3,2,1,1,1,3,2,4,4,2,4,3,4,2,4,4,2,5,4,4,1,3,4,2,2,4,4,2,4,4,55812,8219,7281,9766,5766,4765,5172,8094,4813,9812,6343,6500,4344,4125,7516,6672,8125,3141,6407,7688,22735,6313,5016,5704,8156,9343,7281,6516,10953,5625,5938,6844,4609,6656,7453,4875,5766,15297,5907,5610,3688,6109,7219,3375,4156,4094,14750,8532,7094,6812,10500,13000,3891,4110,4438,9641,4953,7860,5953,6141,3407,7359,5062,6703,6485,5375,5797,9469,8594,14438,6250,8391,11375,4984,6156,2734,4281,11140,2703,5406,5110,7891,2266,5063,3704,3703,10516,6828,PID,ok,5,5,5,2,4,4,5,4,4,4,5,4,4,4,3,4,4,4,16328,11750,2953,5437,11250,8829,7406,4797,10266,7485,2437,11500,4469,12985,8265,6219,4828,4484,7296,post,1,Canadian,17,ok,2,3,ok,3,ok,3,2,2,2,2,2,41937,12844,7890,19266,7734,37437,20015,2469,2329,2969,4125,3172
24,6,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/20/2012,11:44:03,conscientiousness,ok,5,2,4,3,2,2,4,2,4,2,4,5,4,2,3,3,3,2,4,3,2,3,4,2,2,4,11157,7000,2750,4079,3578,6641,3750,3906,4484,2500,3609,3250,3688,2562,4015,5625,2500,2907,4157,5656,5015,2562,8750,3156,2281,1859,5016,conscientiousnessAdjectives,ok,4,2,4,4,1,3,4,1,4,3,4,3,11953,4515,2016,3360,4781,5188,14000,1984,4547,3641,3172,1610,3579,intro_slides,NFC,3,4,2,2,1,4,4,4,4,4,3,5,2,4,2,4,2,2,6609,10328,11657,5843,6172,10359,7703,10062,5312,8359,5469,7172,7906,6453,4360,7032,7703,9016,4218,8937,persQuestionnaires,ok,2,3,2,4,3,4,4,2,1,3,2,2,4,3,4,3,4,4,1,1,2,3,2,4,2,2,2,4,1,2,2,2,3,4,3,3,2,3,3,2,2,3,3,4,2,4,2,4,1,2,3,2,3,3,4,3,3,4,2,2,2,3,4,3,3,3,4,4,2,4,2,2,2,4,3,4,4,2,4,2,4,2,2,2,3,4,3,36531,5750,10218,6125,4859,4875,4063,5735,5547,8719,6094,3985,6438,3547,3922,6375,25000,4813,6282,7109,7063,6141,6343,22687,11063,5875,4750,6594,7188,3891,6453,7687,4579,5703,9906,10922,8828,5156,4485,5407,7656,13688,19235,7203,5625,5984,13437,3703,4515,4141,7453,6266,3531,21969,2172,7782,5828,5578,4781,5359,4766,7016,8171,7547,4000,7937,24656,9656,13907,6593,4516,5609,7766,8860,7609,4531,9219,5859,3937,5296,5687,5375,3891,5093,13656,3688,8406,7703,PID,ok,4,4,4,2,3,5,4,3,3,3,3,4,4,4,2,4,3,4,23375,15875,891,5000,10750,9172,3578,4703,6141,6313,4016,5844,7437,9281,2235,2922,9140,2234,6578,post,2,jewish,17,ok,1,4,ok,3,ok,3,2,2,2,1,2,81828,17125,7812,15031,6734,5734,4828,2031,3250,2172,4250,4328
27,6,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/20/2012,12:30:51,conscientiousness,ok,5,5,3,3,2,2,5,1,4,1,2,5,3,4,2,5,1,5,5,3,2,4,2,4,2,5,18282,4875,3094,2859,2703,2593,1641,2141,1734,2312,2454,2016,2641,2797,2672,1782,2688,1813,2203,2593,1656,1609,3297,1594,3016,1828,2516,conscientiousnessAdjectives,ok,4,2,4,5,2,1,3,2,2,4,4,3,12688,3329,1625,2860,2297,1562,1813,1391,1250,891,2781,1671,3078,intro_slides,NFC,2,3,4,4,2,3,4,5,2,5,4,3,4,1,3,1,4,5,3734,5656,5188,4047,4641,5079,6860,7563,2219,3500,6031,7906,4141,3531,4797,3766,8468,8797,5078,3265,persQuestionnaires,ok,1,2,2,3,4,3,4,2,4,4,2,5,4,4,2,4,4,4,5,4,2,4,5,1,4,2,4,5,4,3,1,2,4,3,4,5,1,2,4,4,2,5,4,2,4,4,2,2,5,2,4,2,5,4,4,4,3,2,4,2,5,2,4,1,4,4,3,4,5,5,2,3,4,2,5,5,4,1,3,4,2,4,5,3,2,3,4,21578,5860,3953,4750,3032,2531,3563,2375,2625,4031,7312,3344,2672,3109,3750,4812,3687,1969,3860,3953,5203,5000,4157,3891,4500,4563,6016,4187,2968,2891,3797,3297,2703,6234,2109,2250,6562,3312,3734,3656,3234,5031,3765,3781,2860,2891,5625,3266,4328,2266,5516,3844,2094,2812,2453,4344,3422,3672,5469,3250,2860,4297,4125,4188,3250,2594,2781,4875,4172,4781,2671,5938,7281,4453,3531,3281,4516,3719,2500,3828,3735,3985,2594,4062,3015,4375,5593,32688,PID,ok,4,2,2,4,4,5,4,5,4,3,4,2,4,3,4,4,5,4,7454,8141,9485,3891,4437,3500,2015,2984,2844,2688,1797,4594,7110,3032,2078,2641,8438,2593,3204,post,1,Indian,18,ok,2,2,ok,2,ok,3,2,2,2,2,1,43625,6031,5375,17500,6438,34047,7016,2093,2328,4687,4516,2172
32,3,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/21/2012,09:31:16,conscientiousness,ok,5,2,3,5,1,1,5,1,4,1,5,1,5,1,5,1,5,1,5,5,1,4,5,5,2,3,5094,2688,2125,5672,2078,1859,2015,1891,2141,2188,1296,1453,2250,1140,1063,3719,1109,1406,1375,1844,1235,1094,5406,1563,1781,1750,3688,conscientiousnessAdjectives,ok,5,1,3,3,2,3,4,1,3,4,4,1,4453,2312,859,1578,1407,1875,1609,1782,953,1453,2562,1281,2328,intro_slides,NFC,4,3,2,2,1,5,3,4,2,5,5,2,5,5,3,5,2,5,4219,6140,5093,5453,4063,5047,6062,7516,2593,7297,5984,6969,4469,7328,3281,3500,7609,7219,9859,5172,persQuestionnaires,ok,5,5,2,2,3,4,5,5,3,5,1,3,5,5,1,5,5,5,2,5,2,2,5,5,5,1,2,5,2,5,2,2,5,5,3,5,3,2,5,5,1,3,1,4,4,5,3,5,1,2,1,1,4,1,4,5,5,3,1,1,1,1,2,2,3,5,2,5,5,4,1,4,1,4,3,5,5,1,3,1,2,4,3,5,5,5,3,11203,3375,3203,4672,2782,2766,4187,5141,2187,5922,4093,4016,4984,2156,2312,2469,3938,1110,4657,4016,3656,5453,3375,7265,5203,2406,4266,5578,3453,5578,2578,6109,2437,8218,1656,4234,3766,5921,3016,4657,2297,11485,3578,3469,3578,4641,3734,4047,2641,2812,6422,4016,2829,4953,2562,5062,4156,4125,9469,3609,2953,3453,5156,4938,4672,3000,6031,4781,3375,6485,3282,4891,6954,2984,3734,3422,4422,6859,2594,4188,3734,8281,3015,5078,4328,3016,4219,6438,PID,ok,4,4,5,2,2,4,5,3,4,4,5,5,5,5,2,5,5,3,11172,16828,4265,3640,4969,2890,3188,4328,5953,2860,2125,5391,4219,5813,1500,2406,2594,1469,1828,post,1,Iranian,18,ok,1,4,ok,1,ok,3,2,2,2,2,2,49953,11687,6203,36688,20094,7547,7844,3015,8141,3094,3688,2219
36,4,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/21/2012,10:33:19,conscientiousness,ok,5,3,5,5,2,3,5,2,4,4,2,2,5,1,5,5,5,1,5,5,1,2,4,2,2,1,19688,2421,5078,4453,1453,3735,3891,4531,6688,2531,2625,4094,4078,1687,1797,3500,5391,2938,1796,2859,2484,1563,2078,2906,3515,2563,5328,conscientiousnessAdjectives,ok,4,2,5,3,1,4,5,4,4,4,5,2,10468,2703,2453,2312,1703,3156,1796,1609,1375,2937,2109,2062,2328,intro_slides,NFC,2,4,2,3,2,4,4,1,4,5,4,1,4,4,5,2,4,4,7172,9812,9782,5812,4375,9187,10203,10656,4563,5797,8094,6625,5594,3593,4141,3531,7672,9125,8187,5188,persQuestionnaires,ok,1,1,5,4,4,5,2,2,1,5,2,4,4,4,2,2,3,4,2,2,2,5,4,4,5,1,2,4,1,1,1,2,5,4,5,5,1,2,4,5,2,4,5,1,5,5,4,2,2,3,1,2,4,2,5,5,5,5,2,4,1,1,1,1,4,5,2,4,4,4,2,4,2,1,5,5,2,1,5,4,2,2,3,2,4,2,5,13062,3579,4125,6484,6469,3141,3797,4422,7328,6000,4531,3922,4843,4656,3703,5093,5672,2969,4985,4890,6328,8594,5157,5359,7468,3344,5282,6719,2297,4469,5625,5344,2937,6219,3265,4562,5172,5046,4125,5032,4219,7218,6672,3375,4375,3891,6094,5297,4219,6141,3750,4891,5609,3875,3515,5062,4297,3359,4187,5297,3640,4781,5469,8078,6375,7921,4375,4594,4547,10594,4485,3563,2969,2484,2453,3906,6110,3782,2485,4360,4203,3484,4563,5344,6563,2156,4687,5500,PID,ok,5,5,4,4,2,5,5,4,4,5,4,3,2,4,4,5,5,4,16906,11609,4859,3719,8891,10656,5750,3781,4953,4782,1219,5640,6687,7782,2719,2656,5594,2218,4609,post,1,european,17,ok,2,5,ok,3,ok,3,2,2,1,2,1,53390,9500,6344,17531,6610,5594,22860,3469,4469,3172,4188,4391
40,2,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/21/2012,11:38:29,conscientiousness,ok,4,1,2,2,4,4,4,4,2,2,5,2,2,4,2,2,2,4,4,2,4,2,5,2,4,4,17422,5031,2985,7813,2765,2640,2375,3343,2188,2563,11172,2610,7141,4359,2828,5047,7750,2969,3344,2375,2594,2828,3235,2234,3469,2219,6781,conscientiousnessAdjectives,ok,2,2,2,2,4,4,2,2,2,1,4,2,3625,3063,6563,9078,10032,2437,1125,1891,1171,5625,4578,2297,5688,intro_slides,NFC,1,2,3,2,1,2,2,2,4,4,2,4,4,2,2,5,4,4,6500,19422,7015,6906,15640,10532,12312,10500,7469,8516,8891,13156,9954,14312,6391,5953,7547,15688,7610,5921,persQuestionnaires,ok,2,1,2,4,4,4,3,2,2,2,2,5,3,4,2,2,2,5,5,4,4,5,4,5,2,1,1,2,4,1,1,4,2,4,3,2,1,2,3,2,2,2,4,1,2,2,2,2,4,3,4,5,2,4,5,2,2,4,1,1,3,2,4,2,3,2,2,4,3,4,4,2,4,4,1,2,2,1,2,4,3,2,5,1,4,4,4,27719,4750,5890,6234,6828,6141,8235,7188,6609,5250,13469,7281,4219,4172,2656,6985,4422,3328,3766,6735,5641,6282,4985,8297,6453,7891,5437,8390,7640,4234,4562,5266,4313,5718,4969,7406,12172,3750,8406,10125,4531,9829,4110,6500,4172,3282,7156,3860,8032,5531,5766,6250,3969,5969,3203,5031,4437,3109,4297,4219,4141,6938,7218,6047,5593,9516,4391,4469,5890,8688,4109,11828,9172,4844,4828,3250,4031,7531,3422,5093,7969,4265,3125,4281,4969,5500,7219,7625,PID,ok,1,4,5,3,2,5,4,5,4,4,4,5,3,4,5,3,4,5,19000,11891,14359,3344,7547,5063,2609,4468,6750,3578,1750,5985,4094,6047,6250,2922,8953,3375,2922,post,1,Dutch White,18,ok,2,2,ok,2,ok,3,2,1,1,2,2,33844,9531,8875,42328,4891,40282,9594,2453,3172,3328,3359,5281
45,1,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/21/2012,12:34:08,conscientiousness,ok,5,3,3,4,4,3,5,3,3,3,2,2,4,2,3,2,3,3,4,4,2,4,3,3,3,2,31953,6234,2719,3546,2219,3594,2438,2109,2953,2453,1500,3016,2156,5000,1735,3235,3469,2516,1844,1969,1610,1531,3063,2000,2125,1750,7500,conscientiousnessAdjectives,ok,4,2,3,3,3,4,3,3,2,2,4,2,19969,3343,1891,1719,1297,1985,1547,2281,1187,1828,1235,2563,2266,intro_slides,NFC,2,2,3,2,2,2,2,2,3,1,2,4,1,2,1,3,2,4,6922,11641,10656,5281,7343,12407,5313,6578,6156,6109,7109,7641,5063,6812,5922,6313,13594,8828,6547,6750,persQuestionnaires,ok,3,4,2,3,4,4,4,3,4,3,3,4,5,3,3,4,2,2,4,4,2,5,4,2,3,1,3,4,2,1,1,3,4,3,4,4,2,3,4,4,3,3,3,2,4,3,3,1,2,3,2,3,3,2,4,4,4,4,2,3,2,4,4,3,4,4,4,5,3,4,3,2,2,2,4,2,4,4,3,4,3,2,5,4,4,4,3,17171,4078,5688,5266,4578,3782,4360,3250,3562,6109,4656,4000,2984,3250,3797,4875,9218,2765,6329,4984,7828,5750,3953,5515,13844,3593,4719,5094,5515,3844,6000,6063,4469,8579,4656,4031,5578,3375,3437,4609,3672,5484,5406,3031,3640,3907,5985,7016,5079,3937,8359,5375,4906,4953,3922,6375,6531,4703,4281,4500,3781,3125,5750,3890,4391,4703,4094,5484,5562,5625,4250,9516,7235,4656,3328,3625,6172,5828,3547,4469,7469,7797,2687,4563,3594,4359,4609,6328,PID,ok,4,3,4,3,2,3,5,4,3,5,4,3,4,4,2,4,3,3,15235,7078,5219,3547,6453,5937,3578,4641,5453,2797,2437,5891,4016,4156,2609,3547,4687,4968,5125,post,1,canadian,17,ok,2,3,ok,3,ok,3,2,2,1,2,2,27359,7671,6625,28328,8094,6672,12031,2500,1985,4516,3610,2282
48,5,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/24/2012,09:30:36,conscientiousness,ok,5,4,2,2,4,2,4,4,2,3,2,4,4,4,2,2,2,4,4,2,4,4,4,4,2,4,19985,2625,2609,3312,1484,1984,1500,1735,1562,2375,2344,2187,2640,2156,1234,1766,2985,3219,1796,2094,1829,2172,1609,1484,1968,1640,3891,conscientiousnessAdjectives,ok,2,1,2,2,2,4,2,2,2,4,4,4,20563,7469,1890,2954,1360,3922,1750,1328,1250,875,3078,1250,1203,intro_slides,NFC,2,2,2,2,2,2,2,3,3,2,4,2,2,3,2,2,2,4,4281,5703,5953,4531,5359,7250,4453,5671,1766,8532,4375,7594,4094,3125,3031,4312,8515,9578,7438,8422,persQuestionnaires,ok,2,4,3,4,4,5,4,3,2,5,2,2,4,4,2,2,2,4,2,5,4,4,2,2,3,2,2,5,2,1,1,2,2,4,3,5,4,3,4,4,2,3,2,2,2,4,2,5,3,2,2,3,2,4,4,5,3,2,2,2,2,2,2,2,3,2,3,4,4,4,3,3,2,2,3,4,4,2,4,2,2,2,5,2,2,4,3,35375,4875,3125,3781,3391,2375,2282,3313,3078,5078,3125,3719,1844,3156,2125,3969,2313,1860,3844,4375,5750,4187,3344,4047,3328,9016,3875,4062,4594,2703,4547,2937,2250,2235,4172,3531,5000,3407,4172,4687,2625,10063,5421,3156,3031,2750,3485,3266,4406,4562,3515,4688,3625,2390,3609,4437,4156,3469,4031,2922,2828,2328,3391,4453,4797,2375,2875,5265,3734,3156,3250,6938,9078,4047,4079,5110,4141,5797,3343,4172,4454,3031,2094,2985,3407,2469,4234,6156,PID,ok,4,4,4,2,2,4,5,4,4,2,4,5,3,3,4,5,4,4,9297,3859,2375,1937,4625,6985,3094,2562,7578,1578,2141,8515,2312,5313,1953,1453,2235,1563,1641,post,1,White,18,ok,2,2,ok,3,ok,3,2,2,1,2,2,45219,6750,4594,26610,3406,8172,5953,2078,1688,2469,3469,1656
